City,Latitude,Longitude
Manteca,37.77060503,-121.207913
Lathrop,37.80130503,-121.3063131
French Camp,37.88590504,-121.2695131
Thornton,38.22908906,-121.4242101
Ripon,37.75910504,-121.131413
Mountain House,37.77192601,-121.5405281
San Luis Obispo,35.32419684,-120.7295897
Paso Robles,35.61621787,-120.6629587
Atascadero,35.45803986,-120.6391447
Santa Margarita,35.35440489,-120.0399126
Creston,35.51832887,-120.5228367
Cayucos,35.45219584,-120.9048147
Nipomo,35.01530482,-120.5153126
Arroyo Grande,35.06457482,-120.5937417
Pismo Beach,35.14470483,-120.6383127
Grover Beach,35.11840483,-120.6182127
Oceano,35.10290482,-120.6119127
San Miguel,35.71104288,-120.6132587
Morro Bay,35.38224084,-120.8598277
Los Osos,35.32716583,-120.8325037
Shandon,35.65509589,-120.3777177
Templeton,35.54448786,-120.7114627
Cambria,35.56892284,-121.0727278
San Mateo,37.51280293,-122.3334642
Redwood City,37.47279093,-122.2864042
East Palo Alto,37.46478,-122.13806
Daly City,37.70535394,-122.4142112
Belmont,37.52414993,-122.2825502
Brisbane,37.68034694,-122.3993422
Burlingame,37.57703593,-122.3811592
Half Moon Bay,37.46357792,-122.4358582
Montara,37.54401392,-122.5081442
Woodside,37.42028992,-122.3240442
Hillsborough,37.56794493,-122.3627862
Colma,37.69540493,-122.4826132
Pacifica,37.63870493,-122.4872132
Pescadero,37.2476139,-122.3645952
La Honda,37.32429492,-122.2784111
Menlo Park,37.42741193,-122.2017081
Atherton,37.43799293,-122.2123932
Millbrae,37.60500493,-122.4058132
San Bruno,37.61220493,-122.4004132
Portola Valley,37.36810593,-122.2115891
San Carlos,37.50044993,-122.2607702
Foster City,37.56609102,-122.273643
South San Francisco,37.64997593,-122.4359412
Santa Barbara,34.45219381,-119.7698575
Solvang,34.63942981,-120.1142725
Santa Maria,34.86593081,-120.4169456
Lompoc,34.63788879,-120.4384926
Buellton,34.6182888,-120.1990396
Carpinteria,34.40340182,-119.5151764
Summerland,34.42160482,-119.5975124
Santa Ynez,34.61651281,-120.0832405
Goleta,34.4305048,-119.8963125
Guadalupe,34.97013182,-120.5670246
Vandenberg Air Force Base,34.7476038,-120.5071406
Los Olivos,34.66503281,-120.1108435
Orcutt,34.86220481,-120.4409126
Los Alamos,34.73940481,-120.2793126
Gaviota,34.50819279,-120.2296616
New Cuyama,34.94338098,-119.673781
Los Altos,37.39619493,-122.1148531
San Jose,37.30296994,-121.9726221
Morgan Hill,37.11916205,-121.6466655
Campbell,37.26440493,-121.9647131
Saratoga,37.26260493,-121.9969131
Los Gatos,37.26550493,-121.9868131
Cupertino,37.32880493,-122.0272131
Sunnyvale,37.34720494,-122.0365131
Santa Clara,37.32900494,-121.9891131
Gilroy,37.00040494,-121.593913
Los Altos Hills,37.38129793,-122.1300741
Mountain View,37.37168493,-122.0951181
San Martin,37.08885594,-121.609549
Palo Alto,37.40056193,-122.1340621
Stanford,37.42061993,-122.1558441
Alviso,37.42450495,-121.9667131
Milpitas,37.40586495,-121.8984631
Freedom,36.93832692,-121.771649
Santa Cruz,36.98796691,-122.0390131
Soquel,37.02593491,-121.9494991
Davenport,37.0117759,-122.1946081
Watsonville,36.91130892,-121.760911
Aptos,36.97734092,-121.861996
La Selva Beach,36.92640891,-121.846645
Boulder Creek,37.16839191,-122.1347741
Ben Lomond,37.08467691,-122.0748121
Felton,37.06195291,-122.0809341
Capitola,36.97884991,-121.9472251
Scotts Valley,37.04265491,-122.0277821
Palo Cedro,40.56124618,-122.2417946
Anderson,40.44977916,-122.2923565
Redding,40.62866117,-122.3983016
Cottonwood,40.39642915,-122.4049056
Bella Vista,40.63860118,-122.2327386
Shingletown,40.5137302,-121.9371035
Castella,41.14303321,-122.3165737
Burney,40.879916,-121.671703
McArthur,41.05142628,-121.4022425
Fall River Mills,41.00658828,-121.4404245
French Gulch,40.70840915,-122.6351356
Igo,40.50336315,-122.5405456
Millville,40.55182018,-122.1694505
Oak Run,40.6848492,-122.0237955
Shasta,40.59088916,-122.4882156
Whitmore,40.62873021,-121.9106495
Montgomery Creek,40.84351022,-121.9207665
Shasta Lake,40.67384317,-122.3630166
Loyalton,39.67952527,-120.2453341
Downieville,39.56158321,-120.8273632
Mount Shasta,41.29702699,-122.323881
Yreka,41.72875223,-122.6376538
Montague,41.62462424,-122.4057037
Weed,41.45733223,-122.4314937
Dunsmuir,41.22706722,-122.2737567
Gazelle,41.52036422,-122.5237687
Grenada,41.64539023,-122.5253338
Happy Camp,41.79474817,-123.3733909
Hornbrook,41.91130125,-122.5614148
Somes Bar,41.39213513,-123.4962139
Horse Creek,41.8222652,-122.9688959
Mccloud,41.25435624,-122.1310266
Seiad Valley,41.84210818,-123.1931289
Dorris,41.96374431,-121.9241467
Etna,41.46045119,-122.9007658
Fort Jones,41.6044472,-122.8461508
Vallejo,38.14747399,-122.2450812
Fairfield,38.25205201,-122.0640222
Benicia,38.05017399,-122.1516852
Dixon,38.44876504,-121.8321432
Suisun,38.24154501,-122.0137432
Suisun City,38.23998101,-122.0328212
Travis AFB,38.27060502,-121.9566132
Vacaville,38.33280503,-121.9512132
Santa Rosa,38.51225697,-122.7981404
Healdsburg,38.65572699,-122.7934754
Sebastopol,38.48128997,-122.8887204
Forestville,38.48128997,-122.8887204
Cloverdale,38.80767898,-123.0209094
Cazadero,38.55666394,-123.2647814
Geyserville,38.72026898,-122.8905944
Guerneville,38.51139096,-122.9968034
Occidental,38.38942696,-122.9306944
Rohnert Park,38.35451597,-122.7103293
Annapolis,38.71800995,-123.3670885
Kenwood,38.41557699,-122.5537553
Monte Rio,38.47162096,-123.0151234
Penngrove,38.30075897,-122.6679723
Stewarts Point,38.65685394,-123.3420575
Glen Ellen,38.38705602,-122.52608
Sonoma,38.280099,-122.459
Cotati,38.33001197,-122.7258513
Windsor,38.54124598,-122.8198284
Modesto,37.68502004,-121.011408
Empire,37.64018404,-120.897677
Ceres,37.59021401,-120.93923
Turlock,37.48237103,-120.931815
Denair,37.52659104,-120.8004079
Hickman,37.62064505,-120.7487549
Keyes,37.55282103,-120.909413
Hughson,37.55998903,-120.902642
Knights Ferry,37.82074307,-120.672967
Patterson,37.47070501,-121.152213
Vernalis,37.61035401,-121.287943
Westley,37.54480501,-121.198713
Waterford,37.63790806,-120.6191989
Salida,37.70420003,-121.087235
Riverbank,37.72230505,-120.946413
Valley Home,37.83002406,-120.915635
Newman,37.31961201,-121.02932
Crows Landing,37.39207901,-121.076851
Oakdale,37.73902605,-120.9068
Yuba City,39.13820511,-121.6530133
Sutter,39.16194811,-121.7470913
Rio Oso,38.94692811,-121.5238722
Nicolaus,38.91176211,-121.5268132
Live Oak,39.27629212,-121.6551663
East Nicolaus,38.9108531,-121.5414492
Meridian,39.14192009,-121.9099753
Pleasant Grove,38.8233891,-121.5040992
Robbins,38.87145709,-121.7017502
Red Bluff,40.17084115,-122.2538415
Paynes Creek,40.33205419,-121.9123735
Corning,39.93618413,-122.1931365
Flournoy,39.92144911,-122.4476465
Gerber,40.06958015,-122.1804345
Los Molinos,40.10707915,-122.1077225
Vina,39.93482914,-122.0531874
Weaverville,40.73708696,-122.9492298
Burnt Ranch,40.80895409,-123.4797328
Trinity Center,41.08568418,-122.7118737
Douglas City,40.65280513,-122.9439137
Junction City,40.73329312,-123.0594567
Lewiston,40.69994714,-122.8132607
Mad River,40.45601606,-123.5287327
Zenia,40.18828005,-123.4680527
Hayfork,40.5533491,-123.1861797
Visalia,36.32407303,-119.3175596
Allensworth,35.85470098,-119.3911225
Alpaugh,37.74551504,-121.134764
Porterville,36.05835303,-118.9661215
Tulare,36.18256101,-119.4387936
Cutler,36.50170505,-119.2886126
Orosi,36.54830505,-119.2873126
Ducor,35.891109,-119.0412675
Earlimart,35.88350999,-119.2809755
California Hot Springs,35.87121702,-118.7028264
Lindsay,36.21815903,-119.0950315
Sultana,36.54440405,-119.3351736
Pixley,35.972033,-119.2824925
Richgrove,35.80035899,-119.1062385
Terra Bella,35.978506,-119.1784725
Lemon Cove,36.37575805,-119.0371035
Springville,36.13017904,-118.8227725
Strathmore,36.14967703,-119.0578755
Three Rivers,36.44248407,-118.9029175
Tipton,36.061884,-119.3097805
Traver,36.45771303,-119.4817996
Ivanhoe,36.39252504,-119.2145576
Farmersville,36.30750503,-119.2018126
Woodlake,36.44682205,-119.1250476
Exeter,36.29709612,-119.1298713
Sonora,37.96996711,-120.3659889
Columbia,38.03138611,-120.4070549
Chinese Camp,37.8676871,-120.4367869
Jamestown,37.95495611,-120.4176309
Soulsbyville,37.98989512,-120.2655169
Tuolumne,37.95676012,-120.2358319
Long Barn,38.09152914,-120.1379969
Twain Harte,38.08812413,-120.1966829
Pinecrest,38.18394716,-120.0053869
Groveland,37.86333211,-120.2271519
Oxnard,34.19880482,-119.1789434
Ventura,34.30118782,-119.2913714
Camarillo,34.20761683,-119.0759173
Santa Paula,34.32802384,-119.1049984
Fillmore,34.40760486,-118.9258123
Piru,34.41570486,-118.7988123
Port Hueneme,34.15100481,-119.1965124
Somis,34.26241383,-119.0945904
Ojai,34.45483601,-119.205049
Oak View,34.39047083,-119.3048514
Newbury Park,34.18240483,-118.9322123
Oak Park,34.18030484,-118.7651123
Moorpark,34.29434585,-118.8439223
Woodland,38.68444907,-121.7956452
West Sacramento,38.55449507,-121.5624082
Davis,38.56370506,-121.7018132
Esparto,38.69143805,-122.0247443
Madison,38.67935405,-121.9714613
Winters,38.52131804,-121.9778682
Knights Landing,38.79830508,-121.7205132
Yolo,38.73180507,-121.8083132
Marysville,39.14568012,-121.5977713
Oregon House,39.36345216,-121.2453152
Camptonville,39.45301519,-121.0483772
Olivehurst,39.08318412,-121.5361692
Dobbins,39.37300317,-121.2092502
Challenge,39.48282618,-121.2214232
Browns Valley,39.23610414,-121.4077032
Plumas Lake,39.01117611,-121.5529612
Wheatland,39.00884512,-121.4355322
Beale AFB,39.10230014,-121.3344692
